drug_1_name,drug_2_name,drug_1_SMILES,drug_2_SMILES,molecular_interaction,mechanism,evidence,severity
Lamotrigine,Dexpramipexole,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,CCCNC1CCC2=C(C1)SC(=N2)N,Hydrogen Bonding,"Hydrogen bonds may form between a hydrogen donor atom with a partial positive charge (such as an -NH or -OH group) and an electronegative hydrogen acceptor atom with a lone pair of electrons (such as -N, =O, or -Cl). In these SMILES, the NH group can act as a hydrogen donor, and the nitrogen atoms attached to unsaturated systems can act as hydrogen acceptors.","In SMILES 1, the group ""N=C(N=N2)"" includes nitrogen atoms that could act as hydrogen bond acceptors, while in SMILES 2, the primary amine group ""CCCNC1"" contains hydrogen that can act as hydrogen bond donors.",Moderate - The interaction occurs under physiological conditions and may affect drug binding or recognition but isn't as strong as ionic interactions.
Candesartan,Dexpramipexole,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,CCCNC1CCC2=C(C1)SC(=N2)N,Hydrogen Bonding,"This interaction can occur between hydrogen bond donors and acceptors. In SMILES 1, the carboxylic acid group (C(=O)O) can act as both a hydrogen bond donor and acceptor. In SMILES 2, the thiazole nitrogen (SC(=N2)N) can act as a hydrogen bond acceptor, allowing for potential hydrogen bonding.",SMILES 1 – The group C(=O)O has both hydrogen bond donating and accepting capabilities due to the carbonyl oxygen and hydroxyl group. SMILES 2 – The nitrogen involved in the C(=N2) within the thiazole ring can function as a hydrogen bond acceptor.,"Moderate – This interaction is specific and could influence the binding affinity or conformation when these molecules are proximal, potentially affecting pharmacokinetic or pharmacodynamic properties."
Temazepam,Zafirlukast,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,Hydrogen Bonding,A hydrogen bond may occur between a hydrogen atom connected to a nitrogen in one molecule and a carbonyl oxygen in the other molecule.,"In SMILES 1, there is an N-H group in the structure of the amide linkage (C(=NC(C1=O)O)). In SMILES 2, there are carbonyl groups present (NC(=O) and OC(=O)). The N-H hydrogen from SMILES 1 can potentially form a hydrogen bond with one of the carbonyl oxygens in SMILES 2.","Moderate - Hydrogen bonds can influence drug binding affinity and specificity, which may alter pharmacological efficacy or interactions."
indometacin,Isoniazid,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,C1=CN=CC=C1C(=O)NN,Hydrogen Bonding,"Hydrogen bonding can occur between an electronegative atom bearing a hydrogen (donor) and another electronegative atom with a lone pair of electrons (acceptor). In these SMILES, the carboxylic acid group in the first structure can participate in hydrogen bonding with the amide group in the second structure.","In SMILES 1, the carboxylic acid group -CC(=O)O contains a hydroxyl (OH) which can donate a hydrogen. In SMILES 2, the amide group (=C(=O)NN) provides nitrogen or oxygen atoms that can accept hydrogen bonds.","Moderate - Hydrogen bonding can influence drug solubility and binding affinity, affecting pharmacokinetics and pharmacodynamics."
Aciclovir,Azelastine,C1=NC2=C(N1COCCO)NC(=NC2=O)N,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,Hydrogen Bonding,"Hydrogen bonding can occur between a hydrogen donor group, such as an N-H group, and an acceptor group such as a carbonyl oxygen or a tertiary amine nitrogen, when properly oriented.","In SMILES 1, an N-H group is present in the pyrimidinone ring (NC(=NC2=O)N). In SMILES 2, a carbonyl oxygen (C=O) is part of the heterocyclic structure (N2C(=O)C3=CC=CC=C3).","Moderate - This hydrogen bond could stabilize co-binding at a target site, impacting the pharmacokinetic properties of both molecules if they are co-administered."
Ketorolac,Trazodone,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,Hydrogen Bond,"A hydrogen bond can occur between a hydrogen donor and acceptor. In this case, the carboxylic acid group (-C(=O)O) in SMILES 1 can act as a hydrogen donor or acceptor, and the carbonyl group (C=O) within the urea moiety in SMILES 2 can act as a hydrogen acceptor.","In SMILES 1, the group C(=O)O indicates a carboxylic acid, which can form hydrogen bonds. In SMILES 2, the segment C(=O)N indicates a potential hydrogen-bond acceptor due to the presence of the carbonyl oxygen.","Moderate - This hydrogen bonding interaction can influence how the molecules orient themselves relative to each other, possibly affecting binding profiles or pharmacokinetics, but is not necessarily expected to dramatically alter pharmacological effects by itself without further context."
Metolazone,Metoprolol,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,Hydrogen Bonding,A hydrogen bond could possibly form between the hydrogen atom of the hydroxyl (–OH) group in SMILES 2 and the carbonyl oxygen (C=O) in SMILES 1.,"SMILES 1 contains a carbonyl group (C=O) within the structure, which can act as a hydrogen bond acceptor. SMILES 2 contains an alcohol group (–OH), where the hydrogen can act as a hydrogen bond donor.","Moderate - Hydrogen bonds are significant in molecular recognition processes and can impact drug interactions and binding affinity, affecting pharmacological activity."
Carvedilol,Metolazone,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,Hydrogen Bonding,Hydrogen bonds can form between a hydrogen donor (such as an -OH group) and an acceptor (such as a carbonyl group C=O or -N in sulfonamide).,"The first SMILES contains an -OH group (""OCCNCC(COC2=CC=..."") while the second SMILES features a carbonyl group (""C(=O)N1C3=..."") and a sulfonamide group (""S(=O)(=O)N"").","Moderate - Hydrogen bonding can influence the binding affinity and solubility of molecules, affecting pharmacokinetics and potential interactions between drugs."
Zafirlukast,Duloxetine,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,Hydrogen Bonding,"Hydrogen bonds can form between a hydrogen atom, which is covalently bound to an electronegative atom (such as nitrogen or oxygen), creating a donor group, and an electronegative atom with a lone pair of electrons (such as nitrogen or oxygen) that can act as an acceptor. This kind of interaction is important for the affinity and specificity of molecular interactions, particularly in drug design.","In SMILES 1, the group S(=O)(=O)N represents a sulfonamide group, where the nitrogen can be a hydrogen bond donor. Additionally, the oxygen atoms in the sulfonamide group can act as hydrogen bond acceptors. In SMILES 2, the nitrogen in the CNCCC chain can act as a hydrogen bond donor.","Moderate - Hydrogen bonding can significantly influence molecular interactions, affecting drug efficacy and selectivity."
Diazepam,melphalan,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,Hydrogen Bonding,Hydrogen bonding can occur between the carbonyl oxygen (C=O) in SMILES 1 and the amine hydrogen (-NH-) in SMILES 2.,"SMILES 1 contains a carbonyl group (C=O), and SMILES 2 contains a primary amine (-NH-) in the side chain connected to the aromatic ring, which can act as a hydrogen bond donor.",Moderate - This interaction can influence binding affinity or solubility under physiological conditions.
Celecoxib,Lamotrigine,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,Hydrogen Bonding,"Hydrogen bond donors and acceptors are present in both molecules, potentially facilitating hydrogen bonding. SMILES 1 contains sulfonamide (S(=O)(=O)N) groups which are potential hydrogen bond acceptors. SMILES 2 has a primary amine (N) that can act as a hydrogen bond donor.","In SMILES 1, the sulfonamide group has oxygen atoms capable of accepting hydrogen bonds. In SMILES 2, the primary amine group is a hydrogen bond donor.","Moderate - Hydrogen bonding can affect binding affinity and solubility, influencing drug interaction potential."
Furosemide,Indapamide,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,Hydrogen Bonding,Hydrogen bonding can occur between the carboxylic acid group in SMILES 1 and the sulfonamide group in SMILES 2.,"In SMILES 1, the carboxylic acid group (C(=O)O) can act as a hydrogen bond donor or acceptor. In SMILES 2, the sulfonamide group (S(=O)(=O)N) contains oxygen atoms that can serve as hydrogen bond acceptors.","Moderate - Such interactions could influence the solubility or binding affinity under physiological conditions, affecting pharmacokinetics or dynamics."
Citalopram,Dapsone,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,Hydrogen Bonding,The nitrogen atom from the amine group in SMILES 2 can act as a hydrogen bond donor. The nitrile group (C#N) in SMILES 1 has a nitrogen that can potentially act as a hydrogen bond acceptor.,SMILES 1 contains the nitrile group (C#N) which includes a nitrogen that could act as a hydrogen bond acceptor. SMILES 2 contains an amine group (N) which can provide a hydrogen atom for bonding.,Moderate - Such interactions can affect the binding properties or solubility of the drugs.
Gabapentin,Minoxidil,C1CCC(CC1)(CC(=O)O)CN,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,Hydrogen Bonding,"Hydrogen bonds can form between hydrogen bond donors and acceptors. The second molecule contains oxygen in a hydroxyl group and a nitrogen in an amine group, which can act as a hydrogen bond acceptor and donor, respectively. The first molecule contains an amine group that can act as a hydrogen bond donor.","- SMILES 1: Presence of an amine group (CN), where nitrogen can donate a hydrogen.
- SMILES 2: Presence of a hydroxyl group (N(C2)O) and an amine group in (N=C) that can accept or donate hydrogens for hydrogen bonding.",Moderate - This type of interaction could lead to a slight alteration in drug binding or solubility properties but is not likely major without additional specific binding context.
Orphenadrine,Trazodone,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,Hydrogen Bonding,"A hydrogen bond can form when a hydrogen atom is covalently bonded to an electronegative atom (such as oxygen or nitrogen) and comes into proximity with another electronegative atom with a lone pair of electrons. In the given SMILES strings, molecule 1 has an -OH group that can act as a hydrogen bond donor, and molecule 2 contains several nitrogen atoms with lone pairs that can act as hydrogen bond acceptors.","The -OH group in SMILES 1 is part of the fragment ""C(C2=CC=CC=C2)O"", while the nitrogen atoms in SMILES 2, such as ""N2C(=O)N"", could interact as acceptors.","Moderate - Hydrogen bonds can influence drug affinity and specificity, potentially impacting pharmacokinetics or dynamics under physiological conditions."
Ketorolac,Moexipril,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC(=C(C=C3CC2C(=O)O)OC)OC,Hydrogen Bonding,"Hydrogen bonds can form between hydrogen donors and acceptors. In the provided SMILES, the carboxylic acid group from SMILES 1 can act as a hydrogen donor, and the carbonyl groups or oxygen atoms in ether linkages from SMILES 2 can act as hydrogen acceptors.","- SMILES 1 contains ""C(=O)O"" which is a carboxylic acid group that can donate hydrogen.
- SMILES 2 contains multiple carbonyl groups ""C(=O)"" and ether linkages ""OC"", which can accept hydrogen.","Moderate - Hydrogen bonding can influence binding affinity and drug interactions under physiological conditions, potentially affecting the pharmacokinetic or pharmacodynamic properties."
Naproxen,Exemestane,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,Pi-Pi Stacking,"Pi-Pi interactions occur between aromatic rings; when aromatic systems come into close proximity, they can stack, leading to stabilizing interactions.","SMILES 1 contains an aromatic phenyl-ether group indicated by ""C1=CC2=..."" and SMILES 2 contains another aromatic ring system indicated by ""C4=CC(=O)C=CC34C."" These groups could engage in face-to-face or edge-to-face stacking interactions.","Moderate - While pi-pi stacking can influence drug behavior, the overall pharmacological impact would depend on the context in which these molecules interact, which is unknown from SMILES alone."
Fentanyl,Loxapine,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,Aromatic stacking (π-π interaction),Aromatic stacking occurs when planar aromatic rings interact with each other through π-π interactions due to overlapping of π-electron clouds.,"Both SMILES contain aromatic rings. SMILES 1 has phenyl groups ""C2=CC=CC=C2"" and ""C3=CC=CC=C3"" which are classical aromatic systems. SMILES 2 contains aromatic rings as part of the quinoline moiety ""C2=NC3=CC=CC=C3OC4=C2"".","Moderate - Aromatic stacking can affect the relative orientation of the molecules, potentially influencing receptor binding or altering overall drug efficacy."
Tolbutamide,Perindopril,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O,Hydrogen Bonding,"Hydrogen bonds can form between a hydrogen donor and an acceptor. In the given SMILES, SMILES 1 contains a sulfonamide group (N-S(=O)(=O)) that can act as a hydrogen bond acceptor due to the oxygen atoms bonded to sulfur. SMILES 2 has an amide group (C(=O)N) which shows a potential for hydrogen donating from the NH moiety as well as accepting through the carbonyl oxygen.","In SMILES 1, the sulfonamide group's oxygens have lone pairs that can accept hydrogen bonds. In SMILES 2, the NH in the amide group can donate a hydrogen, forming a potential hydrogen bond between SMILES 1 and SMILES 2.","Moderate - The potential hydrogen bonding can influence docking and activity, possibly affecting the pharmacokinetics/dynamics but is unlikely to be the sole determinant of interaction without other complementary interactions."
Efavirenz,Lamivudine,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,C1C(OC(S1)CO)N2C=CC(=NC2=O)N,Hydrogen Bonding,The presence of a hydrogen bond donor (hydroxyl group) in SMILES 2 and potential hydrogen bond acceptors (carbonyl groups) in SMILES 1 indicates the possibility of hydrogen bonding.,"SMILES 1 contains an ""NC(=O)O"" moiety, where the carbonyl oxygen can act as a hydrogen bond acceptor. SMILES 2 has a ""CO"" that denotes a hydroxyl group (-OH), which is a hydrogen bond donor.",Moderate - Hydrogen bonds can significantly influence the pharmacokinetics or binding properties but often do not lead to high-impact interactions without additional context.
Dapsone,Perindopril,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O,Hydrogen Bonding,"Hydrogen bonds can form between hydrogen donors and acceptors in both molecules. In SMILES 1, the sulfonamide group (S(=O)(=O)) contains oxygen atoms that can serve as hydrogen bond acceptors. In SMILES 2, the amide group (NC(C)C(=O)) has a nitrogen and hydrogen that can act as hydrogen bond donors and acceptors.","In SMILES 1, the substructure ""S(=O)(=O)"" indicates the presence of sulfone oxygen atoms, which are capable of accepting hydrogen bonds. In SMILES 2, the amide portion ""NC(C)C(=O)"" of the molecule features an NH group capable of donating hydrogen bonds.","Moderate - Given the nature of the interaction and its potential influence on the pharmacological behavior of the drugs, moderate severity is assumed without further context."
Candesartan,Desloratadine,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,π-π Stacking,"π-π stacking interaction occurs between aromatic rings in the two molecules. This interaction originates from the overlap of the π-electron clouds of the adjacent aromatic rings, which can create a stabilizing interaction.","The first SMILES contains multiple aromatic rings, such as benzene (CC1=CC=C1), naphthyl (C4=CC=CC=C4), and triazole (C5=NNN=N5). The second SMILES includes a chlorophenyl group (C2=CC=CC(Cl)=C2) and a pyridine ring (C4=C1C=CC=N4). These groups are capable of engaging in π-π stacking.",Moderate - π-π stacking can moderately influence molecular aggregation and binding affinity but typically does not have an extreme pharmacological impact alone.
